	Рейтинг	Компания	Кол-во фильмов	Box office	Кол-во билетов	Процент от общего кол-ва	Год
854	39	Jour de Fete	1	$1,646,650	251,396	0.02%	2006
855	40	SK Films	1	$1,619,294	247,220	0.02%	2006
856	41	Polygram	1	$1,500,506	229,084	0.02%	2006
857	42	Ram Entertainment	1	$1,214,661	185,444	0.01%	2006
858	43	Zeitgeist	6	$1,190,276	181,719	0.01%	2006
859	44	Koch Lorber Films	4	$1,055,076	161,080	0.01%	2006
860	45	TLA Releasing	7	$992,025	151,450	0.01%	2006
861	46	Rialto Pictures	4	$928,082	141,690	0.01%	2006
862	47	Slowhand Cinema	4	$926,824	141,498	0.01%	2006
863	48	Libero, LLC	1	$919,639	140,402	0.01%	2006
864	49	Railroad Square	1	$898,294	137,144	0.01%	2006
865	50	Rainbow Releasing	3	$825,519	126,032	0.01%	2006
866	51	IFC First Take	10	$742,878	113,412	0.01%	2006
867	52	Palm Pictures	12	$699,726	106,822	0.01%	2006
868	53	Excel Entertainment	1	$674,470	102,972	0.01%	2006
869	54	First Run Features	12	$586,481	89,533	0.01%	2006
870	55	Regent Releasing	12	$569,176	86,892	0.01%	2006
871	56	Halestone	2	$544,461	83,122	0.01%	2006
872	57	Newmarket Films	1	$519,086	79,249	0.01%	2006
873	58	Tartan Films	7	$488,094	74,514	0.01%	2006
874	59	Strand	16	$467,199	71,321	0.01%	2006
875	60	Indican Pictures	11	$441,544	67,405	0.00%	2006
876	61	Cyan	2	$425,218	64,917	0.00%	2006
877	62	Innovation Film Group	1	$405,191	61,861	0.00%	2006
878	63	First Independent Pictures	5	$386,874	59,062	0.00%	2006
879	64	Fabrication Films	1	$379,418	57,926	0.00%	2006
880	65	Kino International	6	$369,977	56,483	0.00%	2006
881	66	ABS-CBN	2	$360,134	54,981	0.00%	2006
882	67	Shadow	6	$313,039	47,789	0.00%	2006
883	68	Truly Indie	7	$313,017	47,785	0.00%	2006
884	69	International Film Circuit	4	$293,759	44,846	0.00%	2006
885	70	Balcony Releasing	6	$290,488	44,346	0.00%	2006
886	71	Fame, Inc.	1	$290,211	44,307	0.00%	2006
887	72	Silver Nitrate	1	$271,078	41,385	0.00%	2006
888	73	Cinema Guild	2	$266,431	40,675	0.00%	2006
889	74	Cinema Libre	6	$257,462	39,304	0.00%	2006
890	75	New Yorker	10	$256,540	39,163	0.00%	2006
891	76	Senart/Scranton-Lacy	1	$254,190	38,807	0.00%	2006
892	77	The Bigger Picture	1	$252,726	38,584	0.00%	2006
893	78	Giant Screen Films	1	$226,500	34,580	0.00%	2006
894	79	City Lights Pictures	2	$225,110	34,367	0.00%	2006
895	80	Five & Two Pictures	1	$224,099	34,213	0.00%	2006
896	81	WellSpring	6	$176,147	26,890	0.00%	2006
897	82	518 Media	1	$170,968	26,101	0.00%	2006
898	83	Lovett	1	$156,979	23,966	0.00%	2006
899	84	Kindred Media Group	3	$146,860	22,420	0.00%	2006
900	85	Picture This Entertainment	6	$140,326	21,420	0.00%	2006
901	86	Bauer Martinez	2	$133,829	20,431	0.00%	2006
902	87	Emerging Pictures	4	$119,987	18,316	0.00%	2006
903	88	Seventh Art Releasing	2	$117,863	17,994	0.00%	2006
904	89	Vineyard Distribution	1	$107,608	16,428	0.00%	2006
905	90	Goodbye Cruel Releasing	1	$89,849	13,717	0.00%	2006
906	91	California Newsreel	1	$75,028	11,454	0.00%	2006
907	92	Typecast Releasing	2	$73,998	11,296	0.00%	2006
908	93	Gigantic Pictures	1	$61,003	9,313	0.00%	2006
909	94	First Run/Icarus	6	$60,500	9,233	0.00%	2006
910	95	Gorilla Factory	1	$55,398	8,457	0.00%	2006
911	96	Meadowbrook	1	$53,844	8,220	0.00%	2006
912	97	Reel Source	1	$53,609	8,184	0.00%	2006
913	98	Maya Releasing	1	$52,034	7,944	0.00%	2006
914	99	Thread Cross Films	1	$47,243	7,212	0.00%	2006
915	100	Vitagraph Films	1	$41,803	6,382	0.00%	2006
916	101	Five Points Media	1	$41,714	6,368	0.00%	2006
917	102	Pasidg Productions	1	$40,981	6,256	0.00%	2006
918	103	Screen Media Films	1	$38,922	5,942	0.00%	2006
919	104	Film Philos	1	$36,608	5,589	0.00%	2006
920	105	Skouras	1	$34,812	5,314	0.00%	2006
921	106	Women Make Movies	1	$33,312	5,085	0.00%	2006
922	107	Unico Entertainment	2	$32,311	4,932	0.00%	2006
923	108	Artiztical Entertainment	1	$24,736	3,776	0.00%	2006
924	109	Quixotic Media	1	$22,938	3,501	0.00%	2006
925	110	Hannover House	1	$22,918	3,498	0.00%	2006
926	111	Laemmle/Zeller Film	2	$22,452	3,427	0.00%	2006
927	112	Arrival Pictures	1	$20,866	3,185	0.00%	2006
928	113	Cinema Tropical	1	$19,791	3,021	0.00%	2006
929	114	Leisure Time Features	1	$18,926	2,889	0.00%	2006
930	115	Abkco Films	1	$15,893	2,426	0.00%	2006
931	116	Self Distributed	3	$15,315	2,337	0.00%	2006
932	117	Holedigger Studios	1	$14,866	2,269	0.00%	2006
933	118	HP Releasing	1	$14,804	2,260	0.00%	2006
934	119	The 7th Floor	2	$14,756	2,252	0.00%	2006
935	120	Four Eyed Monsters	1	$13,523	2,064	0.00%	2006
936	121	Safari Media, LLC	1	$11,836	1,807	0.00%	2006
937	122	Fader Films	1	$11,388	1,738	0.00%	2006
938	123	Newport Films	1	$11,001	1,679	0.00%	2006
939	124	Aloha Releasing	2	$10,853	1,655	0.00%	2006
940	125	Empire Pictures	1	$10,656	1,626	0.00%	2006
941	126	Mochary Films	1	$10,565	1,612	0.00%	2006
942	127	Sky Island	1	$9,376	1,431	0.00%	2006
943	128	Laufer Films	1	$8,370	1,277	0.00%	2006
944	129	Microangelo Entertainment	1	$7,763	1,185	0.00%	2006
945	130	Roxie Releasing	1	$7,506	1,145	0.00%	2006
946	131	The Disinformation Co.	1	$7,451	1,137	0.00%	2006
947	132	Andes Film Company	1	$7,123	1,087	0.00%	2006
948	133	Plymptoons	1	$5,342	815	0.00%	2006
949	134	Olive Films	1	$4,800	732	0.00%	2006
950	135	Frontier	1	$4,779	729	0.00%	2006
951	136	Castle Hill Productions	1	$4,526	690	0.00%	2006
952	137	Argot Pictures	1	$3,917	598	0.00%	2006
953	138	HB Filmworks	1	$3,056	466	0.00%	2006
954	139	Carnivalesque Films	1	$2,500	381	0.00%	2006
955	140	Artistic License	1	$2,150	328	0.00%	2006
956	141	Alchemy	1	$2,010	306	0.00%	2006
957	142	Movin' Picture Studios	1	$1,990	303	0.00%	2006
958	143	ArtMattan Productions	1	$1,929	294	0.00%	2006
959	144	Arab Film Distribution	2	$1,906	290	0.00%	2006
960	145	Film Movement	1	$1,365	208	0.00%	2006
961	146	JeTi Films	1	$1,336	203	0.00%	2006
962	147	Gold Circle Films	1	$1,286	196	0.00%	2006
963	148	Luke Films	1	$1,070	163	0.00%	2006
964	149	Oilrag Productions	1	$831	126	0.00%	2006
965	150	Bullz Eye	1	$783	119	0.00%	2006
966	1	Paramount Pictures	21	$1,502,551,245	218,394,065	15.38%	2007
967	2	Warner Bros.	34	$1,434,019,362	208,433,035	14.68%	2007
968	3	Walt Disney	21	$1,407,749,495	204,614,741	14.41%	2007
969	4	Sony Pictures	30	$1,264,658,299	183,816,595	12.94%	2007
970	5	Universal	20	$1,102,122,027	160,192,145	11.28%	2007
971	6	20th Century Fox	25	$1,026,983,634	149,270,869	10.51%	2007
972	7	New Line	15	$493,272,026	71,696,507	5.05%	2007
973	8	Lionsgate	22	$371,881,884	54,052,588	3.81%	2007
974	9	MGM	22	$278,516,719	40,482,071	2.85%	2007
975	10	Fox Searchlight	15	$136,559,518	19,848,762	1.40%	2007
976	11	Focus Features	9	$130,820,210	19,014,562	1.34%	2007
977	12	Miramax	8	$117,947,277	17,143,496	1.21%	2007
978	13	Weinstein Co.	14	$85,638,155	12,447,399	0.88%	2007
979	14	Picturehouse	9	$61,275,603	8,906,334	0.63%	2007
980	15	Paramount Vantage	9	$61,105,917	8,881,671	0.63%	2007
981	16	Sony Pictures Classics	23	$39,412,362	5,728,530	0.40%	2007
982	17	Weinstein/Dimension	4	$31,534,575	4,583,513	0.32%	2007
983	18	Samuel Goldwyn Films	9	$27,864,223	4,050,027	0.29%	2007
984	19	United Artists	2	$14,956,486	2,173,907	0.15%	2007
985	20	Yari Film Group Releasing	7	$14,922,643	2,168,986	0.15%	2007
986	21	Eros Entertainment	13	$13,663,252	1,985,931	0.14%	2007
987	22	Freestyle Releasing	6	$12,928,528	1,879,143	0.13%	2007
988	23	ThinkFilm	23	$11,532,057	1,676,158	0.12%	2007
989	24	First Look	6	$10,679,897	1,552,308	0.11%	2007
990	25	IMAX Films	5	$10,144,433	1,474,480	0.10%	2007
991	26	Alliance Films	14	$10,038,585	1,459,091	0.10%	2007
992	27	Roadside Attractions	4	$9,225,947	1,340,980	0.09%	2007
993	28	Warner Independent	5	$8,889,868	1,292,129	0.09%	2007
994	29	IFC Films	24	$6,910,898	1,004,480	0.07%	2007
995	30	Chicago Releasing	1	$6,881,021	1,000,148	0.07%	2007
996	31	Magnolia Pictures	23	$6,364,816	925,108	0.07%	2007
997	32	Summit Entertainment	1	$6,348,315	922,720	0.06%	2007
998	33	National Geographic Entertainment	1	$6,258,285	909,634	0.06%	2007
999	34	nWave Pictures	2	$4,655,180	676,624	0.05%	2007
1000	35	Yash Raj Films	7	$3,904,211	567,469	0.04%	2007
1001	36	Film Foundry	1	$3,438,735	499,816	0.04%	2007
1002	37	IFC First Take	13	$2,373,106	344,922	0.02%	2007
1003	38	Lionsgate/After Dark	2	$2,274,489	330,593	0.02%	2007
1004	39	AdLab Films	2	$2,131,000	309,738	0.02%	2007
1005	40	The Bigger Picture	5	$1,408,415	204,710	0.01%	2007
1006	41	UTV Communications	4	$1,404,598	204,156	0.01%	2007
1007	42	Zeitgeist	5	$1,271,878	184,864	0.01%	2007
1008	43	Rocky Mountain Pictures	4	$1,092,365	158,773	0.01%	2007
1009	44	Black Diamond Pictures	1	$1,066,555	155,022	0.01%	2007
1010	45	Kino International	8	$843,243	122,559	0.01%	2007
1011	46	Koch Lorber Films	6	$836,535	121,586	0.01%	2007
1012	47	SK Films	1	$804,245	116,896	0.01%	2007
1013	48	Libero, LLC	1	$786,686	114,343	0.01%	2007
1014	49	Excel Entertainment	2	$752,793	109,417	0.01%	2007
1015	50	Rainbow Releasing	3	$735,672	106,927	0.01%	2007
1016	51	518 Media	2	$685,489	99,634	0.01%	2007
1017	52	Imaginasian	2	$635,554	92,376	0.01%	2007
1018	53	Rialto Pictures	4	$597,791	86,886	0.01%	2007
1019	54	Tartan Films	5	$571,373	83,045	0.01%	2007
1020	55	Shadow	4	$568,482	82,626	0.01%	2007
1021	56	Janus Films	5	$561,166	81,563	0.01%	2007
1022	57	Borotoro	1	$513,680	74,662	0.01%	2007
1023	58	Strand	21	$458,382	66,616	0.00%	2007
1024	59	Autonomous Films	1	$446,165	64,849	0.00%	2007
1025	60	Milestone	2	$408,802	59,418	0.00%	2007
1026	61	Indican Pictures	6	$403,855	58,697	0.00%	2007
1027	62	First Run Features	12	$381,132	55,390	0.00%	2007
1028	63	Monterey Media	4	$346,443	50,353	0.00%	2007
1029	64	Regent Releasing	12	$339,281	49,308	0.00%	2007
1030	65	New Yorker	9	$331,123	48,124	0.00%	2007
1031	66	Emerging Pictures	5	$327,037	47,532	0.00%	2007
1032	67	Walking Shadows	2	$310,714	45,161	0.00%	2007
1033	68	Arts Alliance America	1	$302,845	44,018	0.00%	2007
1034	69	Newmarket Films	1	$301,447	43,814	0.00%	2007
1035	70	Palm Pictures	4	$292,715	42,543	0.00%	2007
1036	71	Gener8xion Entertainment	1	$257,868	37,480	0.00%	2007
1037	72	TLA Releasing	2	$245,935	35,746	0.00%	2007
1038	73	Anchor Bay Entertainment	2	$244,417	35,524	0.00%	2007
1039	74	Somerset Films	1	$242,444	35,238	0.00%	2007
1040	75	Vitagraph Films	1	$227,064	33,003	0.00%	2007
1041	76	Direct Cinema Ltd	1	$225,000	32,703	0.00%	2007
1042	77	Film Sales Company	1	$200,433	29,132	0.00%	2007
1043	78	Warrior Poets	1	$200,010	29,071	0.00%	2007
1044	79	Balcony Releasing	3	$193,959	28,190	0.00%	2007
1045	80	Alchemy	1	$188,565	27,407	0.00%	2007
1046	81	Slowhand Cinema	4	$167,947	24,409	0.00%	2007
1047	82	Shemaroo Entertainment	1	$166,339	24,177	0.00%	2007
1048	83	Lantern Lane Entertainment	1	$160,987	23,399	0.00%	2007
1049	84	IDP/Goldwyn/Roadside	2	$146,446	21,284	0.00%	2007
1050	85	Eleven Arts	2	$144,456	20,995	0.00%	2007
1051	86	City Lights Pictures	3	$143,028	20,788	0.00%	2007
1052	87	Typecast Releasing	1	$136,239	19,802	0.00%	2007
1053	88	Wildcat Releasing	3	$129,994	18,892	0.00%	2007
1054	89	Abkco Films	2	$116,683	16,959	0.00%	2007
1055	90	Cinema Libre	4	$111,807	16,248	0.00%	2007
1056	91	Priority Films	1	$108,252	15,734	0.00%	2007
1057	92	Newroz Films	1	$105,323	15,308	0.00%	2007
1058	93	Reel Diva Consultants	2	$88,879	12,917	0.00%	2007
1059	94	Outsider	3	$88,832	12,910	0.00%	2007
1060	95	Peace Arch Releasing	1	$86,460	12,566	0.00%	2007
1061	96	Codeblack Entertainment	1	$62,707	9,114	0.00%	2007
1062	97	International Film Circuit	5	$62,377	9,064	0.00%	2007
1063	98	Gigantic Pictures	1	$62,298	9,054	0.00%	2007
1064	99	First Independent Pictures	2	$61,911	8,997	0.00%	2007
1065	100	Screen Media Films	4	$55,707	8,095	0.00%	2007
1066	101	Seventh Art Releasing	4	$55,304	8,037	0.00%	2007
1067	102	Tilapia Film	1	$53,471	7,771	0.00%	2007
1068	103	SeeThink	1	$48,969	7,117	0.00%	2007
1069	104	Aura Entertainment	1	$46,474	6,754	0.00%	2007
1070	105	Railroad Square	1	$45,513	6,615	0.00%	2007
1071	106	Cinema Guild	2	$42,501	6,177	0.00%	2007
1072	107	Reliance/LoveStreaks	1	$40,289	5,855	0.00%	2007
1073	108	Truly Indie	4	$37,123	5,394	0.00%	2007
1074	109	Odeon Films	1	$36,875	5,359	0.00%	2007
1075	110	Film Movement	2	$36,781	5,345	0.00%	2007
1076	111	Lifesize Entertainment	2	$31,310	4,549	0.00%	2007
1077	112	Elephant Eye Films	1	$27,693	4,025	0.00%	2007
1078	113	Self Distributed	1	$26,946	3,916	0.00%	2007
1079	114	Artistic License	2	$25,383	3,689	0.00%	2007
1080	115	The Movie Partners	1	$23,616	3,432	0.00%	2007
1081	116	Schwarzsmith & Taskovski	1	$19,662	2,857	0.00%	2007
1082	117	New Love Films	1	$18,908	2,748	0.00%	2007
1083	118	Abramorama Films	1	$18,787	2,730	0.00%	2007
1084	119	California Newsreel	1	$18,449	2,681	0.00%	2007
1085	120	Pocket Releasing	1	$18,445	2,680	0.00%	2007
1086	121	ArtMattan Productions	3	$17,477	2,539	0.00%	2007
1087	122	Xenon Pictures	1	$16,791	2,440	0.00%	2007
1088	123	Bauer Martinez	1	$16,334	2,374	0.00%	2007
1089	124	Captured Films	1	$16,136	2,345	0.00%	2007
1090	125	First Run/Icarus	4	$15,649	2,272	0.00%	2007
1091	126	600 West	1	$15,425	2,242	0.00%	2007
1092	127	Safari Media, LLC	1	$15,023	2,183	0.00%	2007
1093	128	Argot Pictures	2	$14,785	2,148	0.00%	2007
1094	129	Goodbye Cruel Releasing	1	$13,660	1,985	0.00%	2007
1095	130	Artiztical Entertainment	1	$12,336	1,793	0.00%	2007
1096	131	Stand Up Films	1	$12,010	1,745	0.00%	2007
1097	132	Sony/BMG	1	$11,550	1,678	0.00%	2007
1098	133	Picture This Entertainment	1	$11,445	1,663	0.00%	2007
1099	134	Magic Lamp	1	$10,497	1,525	0.00%	2007
1100	135	Anywhere Road Entertainment	2	$10,450	1,517	0.00%	2007
1101	136	Arthouse Films	1	$8,939	1,299	0.00%	2007
1102	137	Laemmle/Zeller Film	1	$8,872	1,289	0.00%	2007
1103	138	D Street Releasing	1	$8,340	1,212	0.00%	2007
1104	139	Fox Meadow	1	$8,158	1,185	0.00%	2007
1105	140	Iron Man Distr	1	$8,025	1,166	0.00%	2007
1106	141	Ford Films	1	$8,000	1,162	0.00%	2007
1107	142	Mitropoulos Films	2	$7,431	1,079	0.00%	2007
1108	143	Film Forum	1	$7,000	1,017	0.00%	2007
1109	144	The Documentary Group	1	$6,795	987	0.00%	2007
1110	145	Radio London Films	1	$6,404	930	0.00%	2007
1111	146	Linn Productions	1	$6,109	887	0.00%	2007
1112	147	Lonely Seal Releasing	1	$3,934	571	0.00%	2007
1113	148	Facets	1	$3,027	439	0.00%	2007
1114	149	Kaleidoscope Pictures	1	$2,500	363	0.00%	2007
1115	150	Arcangelo Entertainment	1	$1,924	279	0.00%	2007
1116	151	Aloha Releasing	1	$1,500	218	0.00%	2007
1117	152	Bullz Eye	1	$1,485	215	0.00%	2007
1118	153	Sky Island	1	$1,393	202	0.00%	2007
1119	154	Icon Film Distribution	1	$848	123	0.00%	2007
1120	1	Warner Bros.	32	$1,786,092,154	248,759,353	18.32%	2008
1121	2	Paramount Pictures	17	$1,602,712,839	223,219,060	16.44%	2008
1122	3	Sony Pictures	23	$1,266,210,334	176,352,403	12.99%	2008
1123	4	Universal	21	$1,074,520,152	149,654,614	11.02%	2008
1124	5	20th Century Fox	24	$1,048,311,696	146,004,418	10.75%	2008
1125	6	Walt Disney	19	$1,000,079,574	139,286,843	10.26%	2008
1126	7	Lionsgate	19	$441,532,487	61,494,775	4.53%	2008
1127	8	Summit Entertainment	5	$232,752,668	32,416,804	2.39%	2008
1128	9	Fox Searchlight	9	$217,747,257	30,326,915	2.23%	2008
1129	10	Focus Features	8	$186,978,035	26,041,506	1.92%	2008
1130	11	MGM	13	$103,845,721	14,463,190	1.07%	2008
1131	12	Overture Films	8	$103,469,106	14,410,735	1.06%	2008
1132	13	Paramount Vantage	12	$87,993,629	12,255,378	0.90%	2008
1133	14	Miramax	10	$84,793,809	11,809,719	0.87%	2008
1134	15	Picturehouse	6	$62,737,944	8,737,873	0.64%	2008
1135	16	Weinstein Co.	19	$61,214,217	8,525,647	0.63%	2008
1136	17	United Artists	2	$60,793,670	8,467,084	0.62%	2008
1137	18	New Line	4	$56,668,221	7,892,510	0.58%	2008
1138	19	Samuel Goldwyn Films	7	$41,604,805	5,794,538	0.43%	2008
1139	20	Sony Pictures Classics	24	$41,365,568	5,761,208	0.42%	2008
1140	21	National Geographic Entertainment	2	$23,818,689	3,317,365	0.24%	2008
1141	22	Freestyle Releasing	6	$23,812,755	3,316,538	0.24%	2008
1142	23	IMAX Films	4	$16,952,021	2,361,003	0.17%	2008
1143	24	Magnolia Pictures	21	$9,958,067	1,386,907	0.10%	2008
1144	25	Roadside Attractions	14	$8,215,650	1,144,233	0.08%	2008
1145	26	Rocky Mountain Pictures	3	$8,041,924	1,120,045	0.08%	2008
1146	27	Vivendi Entertainment	2	$7,088,330	987,233	0.07%	2008
1147	28	Music Box Films	4	$6,531,152	909,629	0.07%	2008
1148	29	ThinkFilm	16	$6,368,296	886,940	0.07%	2008
1149	30	UTV Communications	8	$6,296,933	877,006	0.06%	2008
1150	31	IFC Films	25	$6,003,993	836,198	0.06%	2008
1151	32	3D Entertainment	1	$5,243,604	730,306	0.05%	2008
1152	33	Alliance Films	4	$5,145,165	716,594	0.05%	2008
1153	34	Eros Entertainment	10	$5,044,922	702,631	0.05%	2008
1154	35	Yash Raj Films	6	$4,826,349	672,190	0.05%	2008
1155	36	Studio 18	3	$3,165,186	440,832	0.03%	2008
1156	37	First Look	7	$2,925,068	407,388	0.03%	2008
1157	38	AdLab Films	1	$2,192,682	305,387	0.02%	2008
1158	39	Zeitgeist	6	$1,979,879	275,745	0.02%	2008
1159	40	Maya Releasing	5	$1,775,548	247,289	0.02%	2008
1160	41	Warner Independent	2	$1,697,498	236,419	0.02%	2008
1161	42	Strand	8	$1,520,257	211,734	0.02%	2008
1162	43	Aron Govil Productions	1	$1,350,230	188,054	0.01%	2008
1163	44	City Lights Pictures	5	$930,966	129,658	0.01%	2008
1164	45	Emerging Pictures	12	$893,226	124,398	0.01%	2008
1165	46	Candlelight Media	1	$872,427	121,507	0.01%	2008
1166	47	Crane Movie Company	1	$719,556	100,216	0.01%	2008
1167	48	Film Movement	7	$682,573	95,063	0.01%	2008
1168	49	First Run Features	11	$567,521	79,036	0.01%	2008
1169	50	Regent Releasing	29	$559,049	77,848	0.01%	2008
1170	51	Logo Features	1	$532,878	74,216	0.01%	2008
1171	52	Peace Arch Releasing	3	$505,774	70,440	0.01%	2008
1172	53	Senart/Scranton-Lacy	1	$488,393	68,021	0.01%	2008
1173	54	Kino International	7	$488,001	67,963	0.01%	2008
1174	55	Abramorama Films	3	$450,771	62,780	0.00%	2008
1175	56	Hammer the Movie	1	$442,638	61,648	0.00%	2008
1176	57	IFC First Take	4	$435,442	60,645	0.00%	2008
1177	58	Oscilloscope Pictures	5	$352,512	49,094	0.00%	2008
1178	59	Cinema Guild	5	$315,545	43,945	0.00%	2008
1179	60	First Independent Pictures	2	$299,699	41,740	0.00%	2008
1180	61	Indican Pictures	6	$299,026	41,644	0.00%	2008
1181	62	Elephant Eye Films	2	$288,227	40,142	0.00%	2008
1182	63	Rialto Pictures	4	$278,800	38,828	0.00%	2008
1183	64	nWave Pictures	2	$275,360	38,350	0.00%	2008
1184	65	Mitropoulos Films	2	$243,971	33,978	0.00%	2008
1185	66	Self Distributed	4	$240,022	33,428	0.00%	2008
1186	67	Anchor Bay Entertainment	7	$239,331	33,331	0.00%	2008
1187	68	Truly Indie	4	$234,146	32,609	0.00%	2008
1188	69	Vitagraph Films	3	$212,794	29,636	0.00%	2008
1189	70	Fair Trade Pictures	1	$208,806	29,081	0.00%	2008
1190	71	Excel Entertainment	1	$195,184	27,184	0.00%	2008
1191	72	Yari Film Group Releasing	3	$189,259	26,358	0.00%	2008
1192	73	Janus Films	3	$177,646	24,741	0.00%	2008
1193	74	Shadow	2	$175,622	24,459	0.00%	2008
1194	75	Image Entertainment	1	$173,066	24,103	0.00%	2008
1195	76	Empire Pictures	2	$170,864	23,796	0.00%	2008
1196	77	Railroad Square	1	$156,090	21,739	0.00%	2008
1197	78	Balcony Releasing	6	$154,947	21,577	0.00%	2008
1198	79	Shemaroo Entertainment	3	$151,254	21,065	0.00%	2008
1199	80	Lightsource	1	$131,672	18,338	0.00%	2008
1200	81	Screen Media Films	4	$124,678	17,362	0.00%	2008
1201	82	Noruz Films	1	$123,731	17,232	0.00%	2008
1202	83	New Yorker	5	$118,522	16,505	0.00%	2008
1203	84	The Bigger Picture	5	$113,809	15,848	0.00%	2008
1204	85	BerKela Films	1	$113,730	15,839	0.00%	2008
1205	86	Monterey Media	5	$110,137	15,338	0.00%	2008
1206	87	International Film Circuit	2	$105,657	14,714	0.00%	2008
1207	88	TLA Releasing	1	$104,828	14,600	0.00%	2008
1208	89	Koch Lorber Films	3	$100,763	14,033	0.00%	2008
1209	90	Newstyle Releasing	1	$96,314	13,414	0.00%	2008
1210	91	CAVU Releasing	2	$95,973	13,366	0.00%	2008
1211	92	Typecast Releasing	1	$89,672	12,489	0.00%	2008
1212	93	Spark Entertainment	1	$89,169	12,419	0.00%	2008
1213	94	SPEAKproductions	1	$88,788	12,366	0.00%	2008
1214	95	Slowhand Cinema	1	$87,939	12,247	0.00%	2008
1215	96	Five & Two Pictures	1	$84,093	11,712	0.00%	2008
1216	97	Reel Diva Consultants	1	$79,436	11,063	0.00%	2008
1217	98	The Film Desk	3	$78,598	10,946	0.00%	2008
1218	99	Cinema Libre	5	$73,745	10,268	0.00%	2008
1219	100	Film Sales Company	2	$72,383	10,080	0.00%	2008
1220	101	Embrem Entertainment	1	$72,349	10,076	0.00%	2008
1221	102	Palm Pictures	2	$69,410	9,666	0.00%	2008
1222	103	Arcangelo Entertainment	1	$69,221	9,640	0.00%	2008
1223	104	Stone Five Studios	1	$67,665	9,424	0.00%	2008
1224	105	Kino/Emerging	1	$63,973	8,909	0.00%	2008
1225	106	Eleven Arts	1	$60,910	8,483	0.00%	2008
1226	107	InterPositive Media	1	$60,332	8,402	0.00%	2008
1227	108	Sidetrack Films	1	$56,386	7,853	0.00%	2008
1228	109	Priority Films	1	$54,817	7,634	0.00%	2008
1229	110	Better World Distribution	1	$51,576	7,183	0.00%	2008
1230	111	Magic Lamp	1	$51,408	7,159	0.00%	2008
1231	112	Magnet Pictures	1	$50,440	7,025	0.00%	2008
1232	113	Equinox	1	$49,954	6,957	0.00%	2008
1233	114	Somerset Films	1	$47,935	6,676	0.00%	2008
1234	115	Waldo West Productions	1	$43,905	6,114	0.00%	2008
1235	116	First Run/Icarus	5	$39,940	5,559	0.00%	2008
1236	117	Menemsha Entertainment	1	$38,928	5,421	0.00%	2008
1237	118	Borotoro	1	$37,322	5,198	0.00%	2008
1238	119	First Independent/Dada Films	1	$30,591	4,260	0.00%	2008
1239	120	Cavalier Films	1	$30,552	4,255	0.00%	2008
1240	121	Raja Cinema	1	$29,269	4,076	0.00%	2008
1241	122	Present Pictures/Morning Knight	1	$28,835	4,016	0.00%	2008
1242	123	Milestone	1	$26,516	3,693	0.00%	2008
1243	124	Picture Park	1	$23,095	3,216	0.00%	2008
1244	125	Unison Films	1	$22,251	3,099	0.00%	2008
1245	126	MCR Releasing	1	$21,489	2,992	0.00%	2008
1246	127	Variance Films	1	$20,705	2,883	0.00%	2008
1247	128	Laemmle/Zeller Film	1	$20,440	2,846	0.00%	2008
1248	129	Reel Source	1	$19,712	2,745	0.00%	2008
1249	130	New Love Films	1	$19,541	2,721	0.00%	2008
1250	131	Arts Alliance America	2	$18,555	2,583	0.00%	2008
1251	132	Newroz Films	1	$15,427	2,148	0.00%	2008
1252	133	Anywhere Road Entertainment	1	$14,251	1,984	0.00%	2008
1253	134	Troma Entertainment	1	$13,804	1,922	0.00%	2008
1254	135	Mile End Films	1	$12,306	1,713	0.00%	2008
1255	136	41 Inc.	1	$12,000	1,671	0.00%	2008
1256	137	ArtMattan Productions	2	$11,604	1,615	0.00%	2008
1257	138	Mandt Brothers	1	$11,340	1,579	0.00%	2008
1258	139	Third Rail	2	$10,592	1,474	0.00%	2008
1259	140	Thunderstruck Films	1	$10,510	1,463	0.00%	2008
1260	141	Icon Film Distribution	1	$10,342	1,440	0.00%	2008
1261	142	After Dark	1	$9,913	1,380	0.00%	2008
1262	143	Riverrain	1	$9,841	1,370	0.00%	2008
1263	144	Diversa Films	1	$9,344	1,301	0.00%	2008
1264	145	Lafayette Films	1	$8,443	1,175	0.00%	2008
1265	146	Revolver Entertainment	1	$7,202	1,003	0.00%	2008
1266	147	Vagrant Films	1	$7,197	1,002	0.00%	2008
1267	148	Liberation Entertainment	1	$6,627	922	0.00%	2008
1268	149	Atlantik Films	1	$6,176	860	0.00%	2008
1269	150	World Wide Motion Pictures	1	$6,000	835	0.00%	2008
1270	151	CJ Entertainment	1	$5,976	832	0.00%	2008
1271	152	Abkco Films	2	$5,695	792	0.00%	2008
1272	153	Romantic Troubadour Entertainment	1	$5,508	767	0.00%	2008
1273	154	Blue Water Entertainment	1	$4,915	684	0.00%	2008
1274	155	Direct Cinema Ltd	1	$4,740	660	0.00%	2008
1275	156	Lantern Lane Entertainment	3	$4,689	652	0.00%	2008
1276	157	Eliot Lives Productions, LLC	1	$4,345	605	0.00%	2008
1277	158	A-Mark Entertainment	1	$3,849	536	0.00%	2008
1278	159	Artistic License	1	$3,081	429	0.00%	2008
1279	160	Icarus Films	1	$2,072	288	0.00%	2008
1280	161	Lavender House Films	1	$401	55	0.00%	2008
1281	1	Warner Bros.	36	$2,130,619,667	284,082,623	20.03%	2009
